Small Unit Installation Postcode,Previous Years (2001-2020) - Installations Quantity,Previous Years (2001-2020) - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Jun 2021 - Installations Quantity,Jun 2021 - SGU Rated Output In kW,Jul 2021 - Installations Quantity,Jul 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Jan 2022- Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022- Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022- Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022- Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022- Installations Quantity,May 2022 - SGU Rated Output In kW,June 2022- Installations Quantity,June 2022 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
3517,302,1577.013,4,17.96,3,23.39,3,20.29,2,11.84,3,15.78,1,3.7,1,6.29,1,6.6,4,22.46,1,10.36,4,25.38,2,13.32,0,0,1,2.2,3,18.48,2,13,2,40,0,0,339,1827.913
3518,256,1125.479,4,16.93,0,0,3,18.45,2,10.8,0,0,7,33.1,3,25.54,1,10.36,2,7.4,3,14.06,0,0,0,0,0,0,1,6.6,3,32.52,0,0,1,8,0,0,286,1309.039
3520,39,159.58,1,4,1,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,42,170.24
3521,113,533.072,1,6.6,1,6.6,0,0,0,0,0,0,2,16.59,1,10.36,0,0,1,6.66,2,12.21,0,0,2,12.09,0,0,2,11.07,1,10.92,0,0,0,0,0,0,126,626.172
3522,70,291.062,1,6.6,0,0,0,0,0,0,1,6.66,0,0,1,3.7,2,28.79,0,0,0,0,1,6.66,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,77,350.132
3523,793,3714.291,3,23.76,8,63.72,15,178.75,8,64.73,3,20.72,7,67.92,5,32.42,11,92.03,7,51.79,5,36.97,9,60.22,0,0,1,6.66,1,10.73,7,41.53,4,26,5,25,0,0,892,4517.671
3525,243,1352.593,3,15.86,2,16.59,4,22.57,4,20.785,6,35.16,2,87.74,1,3.7,0,0,2,12.58,0,0,0,0,2,13.32,1,6.66,1,6.63,1,5.28,0,0,4,25,0,0,276,1624.848
3527,118,602.213,1,6.6,1,8.88,0,0,0,0,2,56.58,1,1.98,5,30.34,1,6.63,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,130,719.223
3529,15,90.045,0,0,0,0,0,0,0,0,1,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,95.655
3530,20,113.485,1,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,22,126.085
3531,23,90.97,0,0,0,0,0,0,1,6.6,0,0,0,0,1,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,110.89
3533,127,745.855,1,6.66,5,38.95,0,0,0,0,1,39.36,4,28.49,0,0,0,0,1,9.62,1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,2,46,0,0,142,918.425
3537,156,814.686,0,0,2,13.32,0,0,0,0,3,109.04,5,124.95,2,13,2,13.32,1,6.66,1,6.66,1,6.66,2,51.06,2,9.59,0,0,3,19.98,0,0,2,13,0,0,182,1202.216
3540,63,260.09,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,3,19.98,0,0,0,0,0,0,68,293.39
3542,27,136.36,0,0,0,0,0,0,0,0,1,5.18,0,0,0,0,0,0,0,0,1,10.14,0,0,0,0,0,0,1,16.28,2,17.76,0,0,0,0,0,0,32,185.72
3544,50,290.625,0,0,0,0,1,6.6,1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,14.8,1,10,0,0,0,0,0,0,0,0,0,0,0,0,54,328.625
3546,70,362.97,0,0,0,0,0,0,1,6.6,0,0,2,29,0,0,1,6.29,0,0,0,0,0,0,1,6.66,0,0,1,6.29,0,0,0,0,0,0,0,0,76,417.81
3549,352,4648.614,5,73.81,5,38.86,6,211.43,3,69.97,7,207.67,2,28.26,6,54.27,7,87.41,1,10.36,2,7.65,4,311.54,5,322.84,3,140.5,1,68.4,5,185.6,3,87,0,0,0,0,417,6553.784
3552,22,84.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,84.815
3554,2,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.39
3557,123,622.764,1,5.18,0,0,1,10.56,0,0,0,0,3,17.63,2,13.23,1,13.32,1,6.66,1,6.24,2,19.61,0,0,1,4.44,2,20.35,0,0,0,0,0,0,0,0,138,739.984
3559,61,404.555,0,0,0,0,2,10.56,1,20.28,2,40.2,0,0,0,0,0,0,0,0,1,9.36,0,0,2,54.4,0,0,0,0,0,0,1,7,2,13,0,0,72,558.885
3562,59,483.91,1,9.99,1,6.66,0,0,0,0,1,33.3,0,0,1,9.9,1,13.26,0,0,1,6.27,1,22.5,0,0,1,7.8,0,0,0,0,0,0,2,41,0,0,69,634.93
3563,133,745.085,0,0,0,0,1,6.66,1,6.6,2,73.26,1,6.65,1,5.46,2,16.02,1,10.36,2,12.87,1,6.66,0,0,0,0,1,13.2,0,0,1,7,0,0,0,0,147,909.425
3565,13,113.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,130.115
3566,104,790.055,0,0,0,0,2,13.69,2,41.07,0,0,1,5.28,1,12.15,0,0,2,14.82,0,0,1,29.6,0,0,0,0,0,0,0,0,0,0,1,11,0,0,114,917.585
3567,124,1314.85,1,5.55,1,10.73,0,0,1,2.64,0,0,2,30.34,1,99.9,2,85.89,1,6.63,0,0,0,0,0,0,0,0,0,0,2,14.54,2,13,0,0,0,0,137,1584.39
3568,516,3957.12,3,40.75,3,26.95,10,92.03,2,26.64,1,13.32,5,40.27,1,10.36,11,170.95,5,42.84,4,58.26,3,28.73,3,28.89,2,11.07,2,22.62,4,52.02,4,33,3,31,0,0,582,4686.375
3570,155,625.385,0,0,1,11.1,3,18.44,4,23.68,1,1.65,0,0,1,6.66,2,19.08,0,0,0,0,1,6.66,2,20.07,0,0,0,0,0,0,1,8,1,10,0,0,172,750.395
3571,67,460.942,0,0,0,0,2,50.79,1,6.66,1,6.66,2,14.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,74,544.662
3572,18,197.39,0,0,0,0,2,12.52,0,0,0,0,1,65.12,0,0,1,60.06,0,0,0,0,0,0,1,99.9,0,0,0,0,0,0,2,50,0,0,0,0,25,484.72
3573,54,530.92,0,0,1,5.94,1,12.21,1,6.66,0,0,1,6.05,2,19.26,2,96.82,2,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,691.18
3575,123,627.475,2,9.04,1,5.55,1,6.66,0,0,0,0,1,6.6,4,32.53,0,0,0,0,0,0,1,6.66,6,45.88,0,0,0,0,2,7.4,2,47,1,7,0,0,144,801.815
3576,8,136.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.64,0,0,0,0,0,0,2,12.58,0,0,0,0,0,0,0,0,2,15,0,0,13,190.662
3580,184,1108.7,2,13.2,4,26.46,2,13.26,2,9.96,1,6.66,1,6.66,1,6.66,2,13.32,1,10.14,1,10.53,2,13.29,4,39.74,2,16.93,1,9.99,3,18.5,2,21,0,0,0,0,215,1345.45
3581,37,170.99,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,177.65
3583,30,207.51,0,0,1,77.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,285.21
3586,116,842.673,1,6.66,2,23.67,0,0,0,0,0,0,0,0,1,1.98,1,6.4,0,0,1,10.36,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,123,901.883
3588,77,502.005,0,0,2,14.26,2,17.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.96,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,83,563.105
3589,52,702.188,0,0,0,0,0,0,1,6.66,0,0,0,0,2,91.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,800.338
3590,51,487.68,0,0,1,49.5,0,0,1,10.14,0,0,0,0,0,0,0,0,1,12.95,1,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,565.08
3591,26,158.765,1,4.62,0,0,0,0,1,32.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,6,0,0,30,212.345
3594,116,548.375,0,0,0,0,0,0,2,40.68,1,15.015,2,9.6,0,0,1,6.66,0,0,2,13.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,634.09
3595,126,506.635,0,0,0,0,0,0,2,12.9,1,6.6,0,0,2,28.86,0,0,0,0,0,0,0,0,0,0,1,8.58,0,0,0,0,0,0,0,0,0,0,132,563.575
3596,12,309.19,1,6.6,1,6.6,0,0,0,0,0,0,0,0,1,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,351.99
3597,58,750.767,0,0,2,110.55,0,0,1,6.63,1,99.9,1,99.6,1,80.4,0,0,1,98.49,0,0,0,0,0,0,0,0,1,3.12,0,0,0,0,0,0,0,0,66,1249.457
3599,26,402.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,502.085
3607,23,387.005,0,0,0,0,0,0,1,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,25,492.825
3608,519,2624.05,3,18.42,3,17.64,10,70.675,7,64.275,4,33.72,4,29.23,6,56.15,9,55.07,4,30.91,4,32.35,4,30.34,9,55.22,3,37.35,6,45.09,8,59.3,1,7,3,27,0,0,607,3292.99
3614,194,1162.97,1,40.7,4,20.705,2,21.02,3,19.95,0,0,1,6.66,1,13.26,0,0,1,9.25,2,11.16,1,6.66,1,26.64,0,0,1,10.53,1,6.63,1,7,0,0,0,0,214,1362.795
3617,24,177.84,0,0,1,6.66,0,0,0,0,0,0,1,5.94,0,0,0,0,0,0,1,24.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,214.86
3618,132,1036.495,0,0,1,6.66,2,30.15,3,74.16,3,30.34,1,6.555,1,6.66,0,0,1,5.2,0,0,0,0,1,6.63,2,18.33,0,0,1,12.48,0,0,1,13,0,0,149,1246.92
3619,83,412.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,412.31
3621,392,2432.8,1,2.1,3,19.53,3,19.26,4,29.94,5,94.61,6,42.96,4,51.22,5,30.54,3,25.3,4,52.83,2,27.38,5,47.65,1,6.66,2,13.32,0,0,4,90,1,30,0,0,445,3016.77
3622,74,569.975,0,0,0,0,2,13.37,1,9.62,2,32.56,1,11.55,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,1,10.92,0,0,1,10,0,0,83,664.615
3623,163,947.545,0,0,7,44.32,1,43.29,1,6.6,4,26.475,5,90.93,0,0,0,0,2,17.94,1,6.63,2,13.32,0,0,1,6.66,1,6.63,1,10.36,0,0,0,0,0,0,189,1220.7
3624,110,769.965,1,6.66,1,6.66,0,0,0,0,0,0,1,6.66,0,0,1,6.63,0,0,2,19.98,0,0,3,23.68,0,0,1,1.65,0,0,0,0,0,0,0,0,120,841.885
3629,1209,6426.869,9,50.56,2,13.26,10,64.395,11,82.23,10,63.11,6,38.43,9,84.46,9,78.345,6,72.64,10,74.71,6,40.505,4,126.02,7,54.18,3,63.06,7,60.44,5,40,3,27,0,0,1326,7460.214
3632,51,613.455,0,0,0,0,0,0,1,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,623.705
3633,121,586.54,2,19.98,0,0,0,0,1,6.27,0,0,0,0,2,13.32,1,6.63,1,13.32,1,15.84,2,15.24,0,0,0,0,0,0,0,0,1,7,0,0,0,0,132,683.8
3634,319,1735.782,2,20.18,3,29.14,8,104.93,3,112.185,2,13.32,8,78.22,1,6.66,0,0,6,43.24,4,32.82,2,43.45,1,99.45,1,6.57,3,26.64,2,19.95,1,7,1,7,0,0,367,2385.797
3635,117,654.87,2,11.84,0,0,2,15.17,1,9.99,0,0,1,13.26,0,0,0,0,0,0,0,0,2,42.82,2,105.74,1,26.52,2,21.03,0,0,0,0,1,11,0,0,131,912.16
3637,109,793.702,0,0,0,0,2,15.75,0,0,1,19.24,1,19.8,1,6.63,3,42.7,0,0,1,5.18,1,99.9,0,0,1,13.32,1,10.53,1,15.6,0,0,0,0,0,0,122,1042.352
3639,120,583.888,1,6.6,0,0,2,103.86,2,17.19,0,0,2,35.89,1,5.92,0,0,1,6.63,0,0,4,112.59,0,0,0,0,0,0,1,40.7,0,0,1,12,0,0,135,925.108
3640,227,2422.405,3,25.47,5,81.92,1,6.6,0,0,1,8.14,4,32.58,2,31.82,1,6.66,0,0,1,6.66,3,19.95,1,12.95,0,0,1,20,1,6.29,1,7,2,19,0,0,254,2707.325
3641,250,1509.82,2,104.28,1,5.18,0,0,2,29.78,1,6.66,0,0,0,0,1,96.825,1,6.63,0,0,0,0,1,10.56,0,0,2,17.06,2,9.99,0,0,3,102,0,0,266,1898.485
3643,39,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,193
3644,1616,10879.357,13,104.42,23,237.38,14,116.69,13,141.62,13,120.29,19,371.155,20,319.015,18,277.79,13,278.34,13,108.33,20,219.02,18,373.48,8,74.74,12,103.85,11,81.5,5,36,11,80,0,0,1860,13923.322
3646,116,537.745,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,2,10.29,1,11.84,0,0,0,0,2,13.32,1,6.63,0,0,2,10.36,1,13,0,0,0,0,126,610.135
3647,2,34.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34.95
3649,78,405.05,0,0,1,6.66,0,0,1,6.66,2,18.87,0,0,0,0,2,13.26,0,0,0,0,0,0,1,17.76,0,0,0,0,0,0,1,7,1,7,0,0,87,481.54
3659,150,774.845,2,13.26,2,13.26,1,6.66,1,6.66,0,0,1,6.66,0,0,0,0,2,24.42,4,22.5,2,14.82,1,6.57,2,19.98,0,0,0,0,0,0,1,6,0,0,169,915.875
3661,37,114.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,114.304
3662,7,73.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,73.55
3663,54,375.362,0,0,1,6.555,1,10.56,0,0,0,0,0,0,0,0,1,9.99,1,6.66,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,59,415.757
3665,79,306.87,0,0,1,11.2,1,6.66,3,23.19,1,6.66,0,0,1,6.66,3,17.19,1,6.66,0,0,1,9.96,1,6.63,0,0,0,0,0,0,0,0,1,7,0,0,93,408.31
3670,130,543.175,1,6.6,1,6.66,0,0,0,0,0,0,2,8.82,1,6.66,0,0,2,17.02,1,6.63,0,0,1,10.36,0,0,0,0,1,7.77,1,7,1,7,0,0,142,626.995
3671,65,374.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.44,4,8.88,0,0,0,0,0,0,0,0,0,0,0,0,71,387.835
3675,396,1817.39,3,32.34,3,22.44,5,29.76,7,43.5,5,43.58,2,17.7,2,17.7,3,23.68,3,26.64,4,35.83,6,46.53,2,13.32,1,9.6,4,28.6,5,47.4,2,15,3,25,0,0,456,2296.31
3676,125,465.22,0,0,0,0,0,0,0,0,0,0,3,5.4,0,0,0,0,2,4.44,1,6.6,3,6.66,3,6.66,0,0,0,0,0,0,0,0,0,0,0,0,137,494.98
3678,1360,7438.489,7,68.95,12,101.56,19,167.325,9,71.915,5,40.705,12,94.345,10,136.46,10,169.91,6,55.02,13,203.545,11,74.83,15,123.915,5,80.54,10,75.53,10,104.23,8,90,7,73,0,0,1529,9169.999
3682,131,731.017,2,15.84,1,6.6,0,0,2,20.765,2,22.11,0,0,1,13.32,2,26.66,1,7.8,1,6.66,2,23.68,0,0,0,0,0,0,1,10.36,0,0,0,0,0,0,146,884.812
3685,581,3012.746,7,188.39,4,103.76,12,96.24,5,66.95,4,117.21,2,12.89,6,52.315,5,37.9,6,88.93,4,35.04,3,20.85,5,67.145,5,41.95,4,43.44,3,38.205,4,34,0,0,0,0,660,4057.571
3687,202,812.781,0,0,2,12.54,2,11.28,2,17.48,2,14.45,3,23.62,2,16.27,1,6.66,0,0,2,9.875,2,13.32,1,11.47,1,3.7,0,0,3,32.93,0,0,0,0,0,0,225,986.376
3688,279,1293.896,1,6.66,4,29.85,3,27.92,1,6.66,1,7.665,5,34.34,2,21.24,6,38.68,4,29.06,3,26.47,2,18.26,3,32.17,0,0,3,18.605,0,0,1,7,1,7,0,0,319,1605.156
3689,99,357.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,357.516
3694,15,97.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,97.894
3695,91,432.213,1,6.29,1,13.32,0,0,0,0,1,5.84,0,0,1,10.73,1,8.14,0,0,0,0,1,18.87,0,0,0,0,0,0,1,6.6,1,8,0,0,0,0,99,509.773
3697,122,564.207,0,0,2,7.45,1,6.29,0,0,0,0,0,0,0,0,1,6.24,1,11.988,3,28.86,2,19.58,1,6.66,1,9.12,0,0,0,0,0,0,0,0,0,0,134,660.395
3699,132,716.635,2,13.31,3,36.05,1,6.6,3,18.04,2,11.27,4,29.65,1,4.68,0,0,1,5.2,3,23.88,0,0,0,0,2,13.27,0,0,3,24.22,0,0,0,0,0,0,157,902.805
3700,264,1375.628,1,6.66,1,6.65,0,0,3,113.22,4,89.91,3,23.08,0,0,2,17.02,0,0,1,6.66,2,19.85,0,0,1,5.28,3,47.02,1,6.66,3,15,1,10,0,0,290,1743.018
3701,250,1439.383,1,6.66,5,37.15,5,39.16,4,41.6,4,30.88,1,6.6,2,42.7,2,10.3,3,65.5,2,29.97,1,7.7,5,225,0,0,5,39.99,0,0,1,6,0,0,0,0,291,2028.993
3704,7,26.185,1,6.66,1,10.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43.765
3705,56,259.273,0,0,1,13.32,0,0,0,0,1,6.5,0,0,0,0,1,6.66,2,10.84,1,19.98,2,15.42,0,0,0,0,2,18.4,0,0,0,0,1,7,0,0,67,357.793
3707,378,1710.359,3,16.53,5,72.06,5,21.29,5,58.65,3,47.3,0,0,4,29.82,3,15.41,3,18.755,2,22.84,2,8.76,4,31.16,0,0,1,6.66,3,20.72,1,6,7,50,0,0,429,2136.214
3708,12,41.085,0,0,0,0,0,0,0,0,0,0,0,0,1,10.56,1,4.44,1,6.66,0,0,3,25.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,88.665
3709,83,415.573,0,0,0,0,0,0,1,6.6,1,9.75,1,6.5,1,46.8,1,6.66,0,0,0,0,0,0,5,24.42,1,14.06,0,0,0,0,0,0,0,0,0,0,94,530.363
3711,119,517.115,0,0,1,6.48,1,6.75,1,10.56,3,14.35,1,9.9,2,13.29,0,0,2,16.66,2,17.5,4,23.47,2,23.56,0,0,1,6.66,0,0,0,0,0,0,0,0,139,666.295
3712,57,486.39,0,0,3,23.68,0,0,1,1.98,0,0,1,99,0,0,1,11.6,1,10.36,0,0,1,13.32,1,3.12,0,0,0,0,0,0,1,7,1,5,0,0,68,661.26
3715,60,275.428,0,0,1,11.1,0,0,0,0,0,0,0,0,0,0,1,6.6,0,0,0,0,1,6.66,1,5.84,0,0,1,9.9,1,4.4,0,0,0,0,0,0,66,319.928
3718,19,97.93,0,0,0,0,0,0,1,13.2,0,0,0,0,1,6.66,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,124.45
3719,101,528.96,0,0,1,6.6,2,13.26,0,0,3,28.86,3,19.98,0,0,0,0,0,0,0,0,2,11.67,2,14.73,0,0,0,0,2,12.48,1,7,0,0,0,0,117,643.2
3720,152,938.657,0,0,3,19.55,1,8.88,2,21.4,2,14.03,0,0,2,26.94,1,6.66,2,9.6,2,12.58,1,4.2,5,39.2,0,0,0,0,4,25.16,0,0,0,0,0,0,177,1126.857
3724,17,82.645,0,0,0,0,0,0,0,0,1,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,152.945
3726,93,417.605,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.77,0,0,1,7,0,0,0,0,96,438.675
3727,64,231.115,0,0,0,0,1,6.66,0,0,0,0,0,0,1,8.25,1,6.66,1,3.96,0,0,0,0,0,0,1,5.85,1,6.66,0,0,0,0,0,0,0,0,70,269.155
3728,128,548.785,0,0,0,0,0,0,3,22.23,0,0,0,0,0,0,1,6.75,0,0,3,28.89,0,0,1,6.24,0,0,0,0,1,6.66,2,15,0,0,0,0,139,634.335
3730,1767,8802.338,14,96.08,18,137.05,23,279.56,19,238.25,14,109.84,18,116.74,19,152.785,12,95.65,21,157.285,18,150.79,22,178.5,16,172.76,7,47.1,15,116.06,19,155.58,19,132,4,32,0,0,2045,11170.508
3733,40,291.59,0,0,1,6.66,0,0,1,17.02,0,0,0,0,0,0,1,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,44,325.11
3735,93,482.81,1,9.9,0,0,3,46.26,0,0,1,10.73,1,6.4,2,28.71,0,0,0,0,1,6.66,1,10.73,2,14.06,0,0,2,109.86,1,4.55,0,0,0,0,0,0,108,730.67
3736,33,142.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,142.04
3738,34,178.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.7,0,0,0,0,0,0,1,7.41,0,0,0,0,0,0,0,0,36,197.81
3739,40,263.01,0,0,0,0,0,0,0,0,0,0,1,8.91,0,0,0,0,1,18,0,0,0,0,0,0,0,0,2,24.06,0,0,0,0,0,0,0,0,44,313.98
3740,192,898.589,4,25.28,1,6.6,1,6.66,1,5.92,0,0,2,10.59,0,0,2,12.58,3,20.72,1,12.21,3,19.59,0,0,2,11.83,1,11.84,0,0,2,13,1,7,0,0,216,1062.389
3741,565,2831.475,3,23.44,11,78.185,4,33.05,5,44.35,8,52.08,7,49.23,6,50.85,11,78.695,1,6.84,8,54.995,6,63.54,5,46.21,4,30.99,5,40.53,9,84.16,7,56,4,26,0,0,669,3650.73
3744,84,319.783,1,10.89,0,0,4,29.65,2,13.26,0,0,2,13.26,3,31.146,0,0,1,13.32,1,6.6,0,0,0,0,0,0,1,9.6,2,14.82,0,0,0,0,0,0,101,462.329
3746,103,396.134,0,0,3,28.9,0,0,0,0,0,0,1,6.66,0,0,1,3.7,2,13.86,1,6.63,0,0,2,13.5,0,0,1,4.29,2,17.58,0,0,1,7,0,0,117,498.724
3747,935,4232.644,7,131.6,8,47.75,10,90.29,10,169.27,9,64.395,9,67.87,9,65.29,9,59.46,8,52.7,10,67.46,12,79.15,16,165.82,5,44.025,4,26.13,6,49.335,5,40,4,33,0,0,1076,5485.749
3749,506,2410.587,1,6.66,3,12.81,4,30.79,6,47.07,3,23.08,2,72.3,2,14.66,4,27.88,5,33.59,6,46.13,3,16.58,5,31.09,2,28.12,5,33.82,3,29.255,3,26,2,18,0,0,565,2908.702
3751,11,112.95,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,15,144.27
3755,30,166.49,0,0,0,0,3,36.42,0,0,1,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,216.11
3758,301,1341.814,5,36.585,1,6.66,3,131.29,1,6.66,1,1.11,3,43.87,3,24.54,7,49.15,0,0,1,6.66,3,24.33,4,37.72,2,10.3,2,19.94,1,9.99,2,25,1,7,0,0,341,1781.739
3759,169,938.914,2,37.77,3,24.48,0,0,0,0,2,14.98,2,9.42,3,35.08,0,0,1,6.66,1,2.96,1,17.55,4,31.53,0,0,0,0,0,0,0,0,1,10,0,0,189,1129.469
3760,57,241.691,0,0,0,0,0,0,1,0.74,0,0,0,0,1,3.7,0,0,2,18.07,0,0,1,6.57,1,2.96,0,0,0,0,0,0,0,0,0,0,0,0,63,273.731
3762,18,79.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.99,0,0,0,0,0,0,19,89.21
3765,541,2490.469,4,28.06,4,25.3,7,56.26,3,15.48,8,83.03,9,81.55,4,27.72,10,73.44,3,22.06,6,43.18,3,26.31,7,68.15,2,13.91,3,25.74,1,6.63,6,42,4,31,0,0,625,3160.969
3766,75,314.885,1,6.48,1,5.4,0,0,0,0,1,6.66,0,0,3,19.71,1,7.92,0,0,1,4.8,1,3.51,3,23.31,2,13.3,0,0,3,20.455,0,0,2,13,0,0,94,439.65
3767,48,199.685,0,0,0,0,1,9.99,2,50,1,7.77,0,0,2,16.29,0,0,0,0,0,0,0,0,3,28.36,0,0,1,6.63,1,4.44,0,0,0,0,0,0,59,323.165
3778,34,152.41,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,1,2.96,1,7.92,1,6.66,1,0.74,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,40,183.98
3779,105,684.02,0,0,0,0,0,0,0,0,1,6.66,2,53.52,1,1.5,1,2.8,1,6.6,1,6.66,1,9.99,0,0,1,6.66,1,6.63,0,0,1,7,1,7,0,0,117,798.34
