Solar Water Heater (SWH) - Solar,,,,,,,,,,,,,,,,,,,,,,,,,,
Data as at 28/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Jan 2019 - Installations Quantity,Feb 2019 - Installations Quantity,Mar 2019 - Installations Quantity,Apr 2019 - Installations Quantity,May 2019 - Installations Quantity,Jun 2019 - Installations Quantity,Jul 2019 - Installations Quantity,Aug 2019 - Installations Quantity,Sep 2019 - Installations Quantity,Oct 2019 - Installations Quantity,Nov 2019 - Installations Quantity,Dec 2019 - Installations Quantity,Jan 2020 - Installations Quantity,Feb 2020 - Installations Quantity,Mar 2020 - Installations Quantity,Apr 2020 - Installations Quantity,May 2020 - Installations Quantity,Jun 2020 - Installations Quantity,Jul 2020 - Installations Quantity,Aug 2020 - Installations Quantity,Sep 2020 - Installations Quantity,Oct 2020 - Installations Quantity,Nov 2020 - Installations Quantity,Dec 2020 - Installations Quantity,Installations Quantity Total
2422,316,0,0,0,0,1,0,0,0,2,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,326
2423,225,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,231
2424,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2425,142,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,2,0,153
2426,65,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,68
2427,425,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,432
2428,1645,0,2,5,2,5,2,7,2,1,7,0,1,2,0,2,3,3,3,1,2,1,3,0,1,1700
2429,941,0,1,0,0,5,0,1,2,0,2,2,2,0,1,2,2,1,2,1,3,1,2,3,0,974
2430,3266,2,4,15,4,6,3,9,6,4,4,3,1,0,4,6,3,6,6,2,9,4,4,10,2,3383
2431,690,0,1,3,1,0,1,1,6,0,2,0,1,1,1,0,5,1,0,0,1,1,2,0,1,719
2438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2439,379,1,3,2,2,2,2,1,2,2,1,5,4,5,3,2,2,2,2,3,1,3,1,0,1,431
2440,1955,4,1,1,0,6,6,3,5,2,3,2,3,3,0,56,1,3,1,4,2,1,1,3,1,2067
2441,655,3,2,2,1,2,1,1,0,0,1,0,0,1,0,0,1,0,3,1,1,0,0,3,0,678
2442,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2443,1327,2,0,1,2,3,2,3,1,2,2,2,1,1,0,3,1,1,1,3,4,1,3,2,0,1368
2444,5204,5,6,12,17,5,12,19,14,10,19,8,7,9,8,11,23,19,14,16,20,17,3,7,7,5492
2445,1076,2,3,4,6,4,1,4,6,2,1,4,5,4,3,2,3,11,0,6,1,4,1,2,5,1160
2446,1608,3,6,10,5,14,4,8,4,3,3,3,2,5,3,1,2,2,1,6,3,5,6,5,4,1716
2447,682,1,2,1,2,5,0,0,5,1,2,2,0,0,0,1,4,3,0,4,1,2,1,0,1,720
2448,882,1,3,1,1,2,0,1,0,0,2,2,3,2,1,1,1,1,0,1,1,2,1,2,0,911
2449,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,244
2450,4554,7,3,7,5,15,6,12,23,7,7,11,6,3,6,5,10,10,14,4,12,14,9,3,6,4759
2451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2452,1574,1,1,2,0,3,1,2,2,0,1,0,2,2,1,3,0,3,2,7,2,2,1,1,0,1613
2453,279,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,284
2454,1065,2,1,1,0,0,2,0,0,1,1,1,2,0,1,1,2,1,1,2,0,1,0,2,0,1087
2455,403,1,0,0,0,0,0,5,0,1,0,1,5,0,4,0,0,0,3,0,0,0,0,0,0,423
2456,1544,3,4,4,1,3,4,4,2,4,4,6,3,1,0,0,4,3,2,4,3,3,5,2,0,1613
2458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2460,2515,2,6,7,4,8,4,5,5,10,13,8,4,3,2,10,8,11,3,1,9,5,11,6,4,2664
2461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2462,222,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,227
2463,1066,1,3,3,3,2,4,5,0,2,2,6,3,2,7,3,4,6,1,3,3,4,2,3,1,1139
2464,1014,3,2,4,0,0,3,4,2,6,3,3,1,1,5,4,3,2,4,0,3,2,4,3,2,1078
2465,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,35
2466,249,0,0,0,0,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,265
2467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2469,407,1,0,0,1,2,3,3,1,1,2,2,1,0,0,0,2,1,0,4,1,1,0,1,0,434
2470,1422,4,3,1,9,2,1,4,3,1,4,5,4,2,4,2,4,2,2,3,1,2,0,2,3,1490
2471,241,1,1,1,1,1,5,2,1,1,1,0,1,1,2,2,1,0,3,1,1,0,1,0,2,271
2472,232,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,239
2473,355,1,1,2,0,0,1,2,4,0,0,4,1,0,0,1,1,0,1,1,0,1,0,1,0,377
2474,599,1,2,3,3,1,2,4,4,1,1,6,1,0,1,1,5,0,2,2,3,1,1,3,0,647
2475,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19
2476,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2477,1795,8,14,6,7,4,6,3,5,3,7,5,3,5,1,3,2,4,2,3,5,3,6,5,9,1914
2478,3431,4,9,10,5,8,7,10,14,5,9,5,8,2,13,6,3,10,8,12,8,8,8,11,4,3618
2479,674,1,2,4,3,1,3,1,1,2,0,1,1,0,1,0,1,2,2,0,2,2,4,1,4,713
2480,5607,9,16,15,10,10,12,17,17,19,9,8,18,10,6,9,6,7,10,10,13,16,12,16,8,5890
2481,1802,2,2,7,4,5,3,8,4,6,3,3,4,2,1,5,2,3,2,6,8,3,0,3,2,1890
2482,1008,3,1,1,0,1,0,1,1,1,7,1,3,2,2,0,1,4,2,3,2,1,2,2,2,1051
2483,1225,1,0,3,2,3,3,4,2,1,1,0,2,1,2,2,0,3,3,2,1,2,2,2,1,1268
2484,1547,2,4,2,1,2,1,5,9,8,1,4,2,3,4,3,1,1,4,2,5,6,2,2,1,1622
2485,1202,0,3,2,1,0,1,1,0,0,9,9,0,0,0,1,4,0,4,2,2,6,0,3,1,1251
2486,2761,4,3,4,2,7,2,6,9,5,3,4,2,1,3,2,5,6,1,6,9,6,2,5,3,2861
2487,1239,1,2,4,2,0,5,2,1,1,0,3,1,1,1,2,4,2,2,2,1,3,1,1,2,1283
2488,334,0,1,1,1,1,1,6,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,350
2489,701,0,2,0,0,0,0,2,1,2,2,0,0,0,0,0,1,1,1,1,1,1,2,0,1,719
2490,64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67
2500,638,1,0,2,0,2,1,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,1,0,0,651
2502,302,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,311
2503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2505,122,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,129
2506,249,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,253
2508,606,1,0,1,2,2,0,1,1,0,1,0,0,1,1,0,3,3,1,0,3,0,0,1,2,630
2515,408,0,0,1,0,1,0,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,420
2516,178,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,1,186
2517,384,0,0,1,0,0,1,1,0,1,0,0,3,0,0,1,1,1,0,0,0,0,1,0,1,396
2518,455,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,460
2519,446,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,454
2520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2525,356,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,365
2526,430,0,1,0,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,445
2527,565,1,3,0,1,0,0,7,1,1,2,1,2,2,0,1,0,1,0,1,1,0,0,1,0,591
2528,778,0,1,0,0,0,0,2,0,2,0,0,0,1,1,1,0,0,1,1,0,1,2,1,1,793
2529,502,0,1,0,1,0,1,1,0,1,0,1,2,1,0,1,0,0,1,0,1,0,0,0,0,514
2530,1137,0,1,2,1,0,0,3,0,4,1,2,0,1,1,1,2,0,0,0,1,2,2,1,3,1165
2533,1111,0,1,1,1,0,1,2,1,6,3,2,1,1,1,1,0,0,1,1,1,1,1,0,0,1138
2534,411,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,421
2535,642,2,1,0,1,3,0,1,0,1,1,1,1,0,0,1,2,1,0,1,1,0,1,2,0,663
2536,1185,0,1,0,3,1,6,2,3,1,0,0,4,0,0,1,3,3,2,0,2,2,1,1,5,1226
2537,1160,0,0,3,0,2,2,0,1,2,3,0,0,1,3,0,3,3,5,1,3,1,3,0,2,1198
2538,213,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,1,0,0,1,1,0,0,0,222
2539,1305,1,0,3,2,3,5,2,5,1,3,4,2,1,3,4,5,2,2,4,5,5,1,1,1,1370
2540,4157,1,11,5,5,7,7,6,5,7,10,7,13,3,4,9,9,3,6,7,11,12,6,8,3,4322
2541,1652,3,4,4,2,2,3,2,2,4,3,1,1,0,1,1,4,2,4,3,2,2,1,1,3,1707
2545,146,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,150
2546,1233,1,1,1,1,2,1,0,4,3,1,1,0,1,1,0,3,0,2,2,1,3,1,1,1,1265
2548,351,0,2,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,363
2549,217,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,222
2550,941,1,1,2,0,1,3,5,1,0,0,2,1,0,0,1,1,1,0,1,2,2,1,2,0,969
2551,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,204
2554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2555,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2556,63,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,69
2557,121,0,2,0,0,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131
2558,167,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,170
2559,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2560,2025,1,3,3,7,4,1,7,5,1,5,0,0,0,0,0,5,1,1,0,3,1,1,1,1,2076
2563,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2564,501,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,508
2565,387,0,0,1,2,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,3,0,1,401
2566,667,0,2,2,1,0,1,1,0,0,1,1,0,0,0,2,0,1,2,0,0,0,0,2,0,683
2567,317,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,321
2568,203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
2569,99,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
2570,1080,0,2,2,2,1,1,2,1,3,1,1,1,1,2,2,1,0,1,3,3,0,4,4,2,1120
2571,642,0,3,3,0,0,3,0,1,1,3,0,1,0,0,1,1,2,0,0,0,0,0,3,1,665
2572,165,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169
2573,95,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99
2574,176,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
2575,440,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,449
2576,161,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,168
2577,472,2,0,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,487
2578,91,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93
2579,155,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,160
2580,293,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,306
2581,77,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,83
2582,418,1,1,1,1,1,0,2,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,430
2583,84,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,89
2584,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2585,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2586,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63
2587,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2588,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2590,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
2594,192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,196
2597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2600,122,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,130
2601,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2602,947,2,2,1,0,1,0,4,2,1,0,3,1,2,2,3,2,0,1,0,0,1,1,0,0,976
2603,146,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,3,3,1,1,2,0,0,166
2604,121,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,4,3,2,3,1,1,0,0,1,142
2605,339,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,347
2606,175,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,182
2607,308,0,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,320
2609,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2611,1209,0,2,4,3,6,5,0,0,7,1,1,3,0,0,0,2,0,2,2,1,0,1,0,1,1250
2612,177,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,183
2614,578,3,1,2,0,0,1,3,1,0,0,0,0,1,4,3,6,12,9,11,9,5,3,1,0,653
2615,1956,1,2,2,2,2,0,3,4,0,0,2,0,1,4,12,14,19,16,13,12,7,4,4,2,2082
2616,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2617,716,2,2,0,2,2,0,2,0,0,1,1,0,0,0,1,2,3,3,0,1,2,1,0,0,741
2618,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2619,81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
2620,1125,2,2,6,2,3,1,3,0,1,3,0,4,3,3,2,1,1,2,3,0,3,2,1,1,1174
2621,261,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,269
2622,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120
2623,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2626,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2627,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
2628,44,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2629,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2630,123,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,125
2631,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
2632,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2633,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2640,559,0,1,1,3,2,1,1,1,0,0,3,0,1,1,2,2,3,0,0,0,0,5,0,0,586
2641,127,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,136
2642,179,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,185
2643,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2644,74,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2645,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2646,88,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,93
2647,81,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,5,2,97
2648,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
2650,697,0,0,2,1,4,4,0,0,1,5,0,0,0,2,0,0,1,0,0,1,2,1,0,1,722
2651,32,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,37
2652,136,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140
2653,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2655,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2656,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2658,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2659,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2660,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2661,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2663,71,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,75
2664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2665,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2666,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
2668,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2669,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2671,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2672,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2675,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2680,155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
2681,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2700,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2701,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58
2702,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
2703,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2705,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
2706,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2707,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2710,186,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,193
2711,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67
2712,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24
2713,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30
2714,101,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,108
2715,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25
2716,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2717,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,1,0,0,0,32
2720,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,126
2721,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2722,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2725,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2726,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2727,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2729,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,44
2730,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2731,302,4,6,6,3,3,1,4,7,4,8,5,2,2,4,0,3,4,2,4,4,6,4,9,4,401
2732,76,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,90
2733,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2734,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,13
2735,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2736,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2737,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14
2738,134,0,1,0,1,1,1,0,0,1,0,0,2,2,2,0,1,2,3,3,0,1,3,7,1,166
2739,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,84
2743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2745,430,0,1,0,1,2,2,4,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,446
2747,774,0,1,0,0,1,2,1,1,2,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,788
2748,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
2749,233,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,238
2750,1115,1,1,1,5,6,2,3,1,1,0,0,1,0,2,2,3,0,2,0,2,1,0,1,0,1150
2751,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2752,236,1,2,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,1,0,250
2753,571,1,0,1,0,0,2,1,0,0,0,2,0,0,0,1,1,0,1,1,0,1,1,0,0,584
2754,235,2,0,0,0,0,0,1,1,4,2,0,1,1,2,3,5,0,4,0,0,1,0,0,0,262
2756,832,1,0,0,0,0,0,1,3,4,0,0,3,2,0,0,1,0,1,3,3,0,2,0,4,860
2757,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2758,426,1,0,1,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,2,0,2,2,2,0,444
2759,303,0,0,1,1,0,1,0,1,0,2,0,1,1,2,0,1,0,1,0,0,0,0,1,0,316
2760,494,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,497
2761,214,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,218
2762,62,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2763,250,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,259
2765,413,0,0,2,1,0,0,0,1,2,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,425
2766,166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,170
2767,254,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,262
