Small Unit Installation Postcode,Previous Years (2001-2020) - Installation Quantity,Previous Years (2001-2020) - SGU Output Rated Output in kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,June 2021 - Installations Quantity,June 2021 - SGU Rated Output In kW,July 2021 - Installations Quantity,July 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output in kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output in kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output in kW,June 2022 - Installations Quantity,June 2022 - SGU Rated Output in kW,July 2022 - Installations Quantity,July 2022 - SGU Rated Output in kW,Installations Quantity Total,SGU Rated Output In kW Total
4516,1145,5998.84,5,43.53,7,91.16,9,101.61,7,95.29,10,86.15,6,52.98,9,76.24,8,88.76,11,167.05,11,145.69,5,47.21,15,176.51,4,33.95,4,40.11,8,80.07,3,14,9,66,0,0,8,73.88,1284,7479.60
4517,212,1035.21,3,24.12,0,0.00,3,42.82,1,9.90,4,54.19,2,21.09,0,0.00,1,8.88,1,6.66,1,6.66,2,19.86,1,6.66,0,0.00,1,6.66,3,22.54,0,0,2,29,1,32,0,0.00,238,1326.73
4518,1374,6289.65,19,164.66,20,163.79,14,123.03,11,94.98,16,122.83,11,71.50,13,105.34,10,81.06,14,96.99,15,150.77,12,102.91,11,123.48,9,58.12,17,133.98,9,107.05,9,84,4,30,9,73,7,45.34,1604,8222.82
4519,2008,9246.67,18,150.00,20,243.20,19,175.35,20,168.28,20,142.26,10,80.61,18,143.48,17,128.65,20,154.13,13,126.84,14,123.06,17,231.28,3,12.66,23,180.96,16,125.10,14,117,8,80,19,157,9,69.84,2306,11856.92
4520,3107,16174.47,18,192.59,23,198.53,24,210.11,16,131.69,25,319.12,32,275.25,31,339.21,36,408.64,23,236.13,24,227.80,20,236.38,35,523.69,9,99.35,19,179.43,15,122.90,21,123,19,151,18,191,16,156.01,3531,20495.56
4521,1175,5668.71,11,101.82,13,127.42,8,69.71,19,163.52,18,174.82,10,93.05,15,122.67,8,82.53,7,76.38,9,92.34,12,124.54,17,160.68,5,40.45,7,59.81,11,85.34,10,95,5,53,8,78,7,69.85,1375,7540.06
4550,1018,4401.17,6,47.36,13,114.01,12,102.745,10,75.65,10,65.19,8,59.48,9,72.28,6,51.34,16,119.68,13,215.88,9,93.55,12,119.55,3,21.12,3,32.50,6,52.45,1,20,8,50,9,72,5,23.17,1177,5808.22
4551,13179,55069.25,118,844.45,153,1228.42,159,1438.32,132,971.93,144,1109.92,137,1039.73,130,956.23,142,1087.58,132,1020.36,118,1028.12,118,882.85,109,995.34,82,573.85,85,708.60,117,823.11,87,657,87,645,104,771,76,596.58,15409,72447.58
4552,2453,9633.85,16,111.40,18,121.98,20,166,25,186.00,11,127.47,15,165.70,21,189.04,23,164.63,17,158.09,15,155.42,24,212.06,22,228.55,6,46.29,9,64.75,16,138.52,7,47,8,63,19,161,10,90.10,2755,12230.46
4553,2080,11353.82,30,236.07,33,287.79,46,335.285,28,216.74,41,352.75,41,307.71,33,262.70,39,312.04,40,328.32,30,246.03,53,461.80,38,290.97,18,153.87,21,176.04,29,224.03,24,204,29,265,29,286,11,75.83,2693,16376.94
4554,386,1890.84,2,17.95,4,45.93,2,16.28,7,75.34,5,62.27,4,53.04,3,22.81,3,26.55,3,26.46,2,9.99,2,21.83,3,21.70,3,17.31,1,6.63,2,16.62,3,24,3,24,0,0,0,0.00,438,2379.56
4555,1638,6789.58,9,72.73,20,146.73,12,96.22,15,121.83,15,131.24,14,183.14,20,172.18,13,97.85,18,144.42,12,108.03,14,147.55,21,189.97,10,86.63,21,145.58,21,166.58,15,112,11,94,18,165,16,158.98,1933,9329.97
4556,8540,37898.78,59,476.71,86,643.31,82,701.485,77,675.63,83,588.81,76,621.39,85,655.89,74,622.83,78,715.62,74,569.37,95,807.29,86,672.70,52,377.06,68,476.80,80,604.15,53,369,46,326,59,385,53,434.97,9906,48623.17
4557,2895,13197.75,20,144.96,20,170.03,22,161.13,26,205.65,26,195.12,16,133.60,25,209.09,24,189.70,21,163.17,20,176.25,23,192.29,24,246.29,8,59.21,14,99.28,20,145.26,13,117,21,164,19,168,11,78.09,3268,16215.44
4558,2639,12252.74,28,167.93,32,249.52,37,359.97,26,199.99,19,150.52,24,172.63,31,254.80,49,316.07,48,405.07,39,270.06,40,252.33,38,343.22,22,172.26,31,163.82,18,113.52,22,143,11,70,24,172,16,130.72,3194,16359.83
4559,1396,7276.52,12,86.88,8,67.86,15,129.8,12,94.04,11,105.30,11,106.18,15,152.69,17,144.54,10,63.55,12,103.28,12,131.87,19,197.47,13,101.11,17,100.32,18,108.84,16,127,14,131,17,157,6,35.46,1651,9421.28
4560,6968,30817.57,55,417.35,69,493.18,67,484.265,59,427.69,62,477.54,54,414.46,57,491.77,56,414.84,61,519.15,54,504.73,70,783.11,70,872.73,39,273.89,38,283.92,62,441.29,41,323,28,219,69,585,34,252.42,8013,39496.44
4561,1962,11101.05,10,76.63,23,173.56,22,182.175,17,161.76,17,219.54,17,133.75,16,155.65,10,104.21,13,117.86,19,210.51,19,247.36,16,158.98,11,88.44,9,80.57,14,138.42,8,74,5,60,16,140,6,49.23,2230,13673.66
4562,1985,10302.90,25,210.00,18,170.18,18,139.82,17,138.08,21,183.74,27,208.26,18,175.05,18,214.66,21,211.50,14,114.12,23,195.45,24,269.52,12,97.48,12,136.81,15,148.07,9,69,10,93,19,188,7,66.75,2313,13332.44
4563,2548,12183.11,19,146.54,28,256.94,22,180.435,28,222.88,19,155.29,22,173.96,16,143.98,20,197.46,16,316.44,17,147.07,13,145.42,22,233.50,11,78.68,17,151.89,14,140.80,10,90,11,72,17,141,8,51.71,2878,15229.54
4564,2253,9246.70,10,81.07,25,215.01,23,192.41,22,133.92,18,122.10,30,225.22,26,161.03,23,154.93,22,156.83,22,137.38,26,205.19,15,123.58,12,93.17,18,129.93,9,90.37,10,66,15,122,14,95,10,79.01,2603,11830.12
4565,3243,14211.98,22,153.58,36,282.60,18,126.79,29,203.60,34,323.21,50,360.50,59,417.79,42,305.85,33,250.22,23,192.37,32,294.95,22,171.98,18,143.56,14,129.31,25,302.33,18,170,12,98,22,161,12,109.71,3764,18409.78
4566,1952,11842.17,15,114.32,29,272.90,23,229.225,15,153.15,16,163.16,9,125.58,10,119.93,15,343.47,15,142.43,14,121.66,17,151.16,20,219.31,10,75.03,9,87.28,15,123.27,12,133,18,161,19,207,7,54.56,2240,14840.41
4567,1953,10353.67,12,96.46,26,207.53,26,242.465,20,176.17,25,267.91,21,179.23,13,118.90,26,171.25,21,179.15,26,313.17,22,342.81,21,191.48,7,60.84,13,134.07,20,216.87,15,141,14,165,21,188,6,51.13,2308,13797.40
4568,911,4074.72,5,33.15,9,75.37,15,125.845,8,51.91,3,43.69,11,90.13,4,32.35,7,55.58,6,49.92,4,34.78,8,59.37,10,56.41,2,19.86,6,48.56,6,53.43,5,49,4,36,6,55,6,45.79,1036,5091.15
4569,399,1641.17,0,0.00,1,5.92,4,32.26,6,39.18,4,25.72,2,13.46,4,23.61,3,9.94,5,34.72,3,27.67,4,35.53,3,19.61,2,16.65,0,0.00,1,6.65,4,34,1,6,2,16,1,6.64,449,1995.35
4570,9814,46355.95,64,548.70,83,740.62,94,858.965,84,700.66,89,752.27,98,892.28,92,720.72,105,899.58,87,747.28,76,641.18,84,788.91,106,1039.75,38,340.57,74,600.00,87,742.84,76,619,41,317,69,617,43,349.59,11304,59273.16
4571,192,905.41,2,13.25,5,32.38,1,6.66,3,31.55,0,0.00,1,11.10,3,53.07,3,20.66,2,16.28,2,8.46,0,0.00,1,2.96,2,17.76,0,0.00,2,8.88,1,11,2,9,1,10,1,6.66,224,1164.35
4572,384,2017.27,2,13.32,5,35.57,9,90.66,0,0.00,7,63.65,2,13.04,3,23.20,2,14.84,7,52.46,2,13.32,3,22.17,4,109.42,3,25.71,0,0.00,2,19.89,4,34,1,9,10,84,0,0.00,450,2642.03
4573,4779,23034.10,45,360.12,58,410.30,52,399.04,62,514.80,48,416.51,52,406.12,43,329.55,41,385.17,42,380.26,47,393.06,46,519.41,51,446.38,28,229.91,33,274.65,39,307.09,41,304,31,267,49,428,31,266.78,5618,30073.36
4574,304,1565.64,4,35.03,2,13.32,4,26.595,3,46.76,3,32.82,2,22.06,3,24.89,3,21.45,2,9.25,3,46.99,5,43.86,0,0.00,2,25.46,1,5.18,3,32.70,0,0,2,11,1,16,0,0.00,347,1978.98
4575,5195,23331.01,35,403.17,40,347.48,43,335.235,33,260.43,45,443.68,38,377.47,43,520.28,39,322.31,32,263.54,44,343.71,36,295.59,48,604.24,11,85.44,29,247.77,36,315.41,19,151,19,168,46,396,24,183.43,5855,29395.98
4580,1606,6017.97,10,66.24,17,112.58,16,115.235,14,89.22,11,84.98,8,61.07,13,82.71,16,107.76,14,74.81,17,112.60,16,116.59,13,94.86,8,56.49,11,64.17,14,111.46,7,54,10,71,18,133,7,53.19,1846,7679.50
4581,430,2141.85,2,13.26,4,91.72,1,6.6,7,53.59,3,24.71,2,13.26,2,17.02,6,43.29,5,56.59,5,41.44,6,47.45,3,23.01,1,6.29,4,45.20,2,15.17,2,16,3,20,3,22,1,2.96,492,2700.43
4600,216,989.75,3,20.95,3,29.19,0,0,3,16.10,3,45.72,2,12.21,3,27.39,1,4.44,1,6.50,0,0.00,2,12.96,2,14.40,1,6.63,0,0.00,2,33.54,0,0,2,17,1,9,0,0.00,245,1245.38
4601,190,875.42,0,0.00,0,0.00,1,6.66,1,6.60,5,101.01,2,18.38,1,15.18,6,47.22,2,9.62,1,6.66,1,6.66,2,8.18,1,5.18,1,6.24,1,6.63,0,0,1,7,0,0,0,0.00,216,1126.27
4605,587,3038.34,6,44.67,7,54.87,4,26.92,5,51.31,1,6.60,8,156.76,10,192.28,4,31.08,10,225.59,5,59.69,4,31.25,2,16.77,2,12.87,2,13.35,2,13.29,0,0,9,70,4,26,2,16.78,674,4088.34
4606,472,1931.68,1,6.66,6,69.02,3,23.67,4,30.34,5,41.81,3,17.61,2,13.32,2,19.94,1,7.80,1,2.22,2,13.26,3,18.22,2,14.46,2,10.50,4,20.55,5,32,3,23,2,13,1,4.81,524,2314.00
4608,175,821.27,2,12.95,1,6.66,2,11.84,1,10.36,3,14.97,1,6.66,2,11.94,2,12.60,0,0.00,4,63.28,2,13.26,0,0.00,0,0.00,0,0.00,6,43.21,1,7,2,17,0,0,2,15.18,206,1067.77
4610,2247,10240.66,16,126.61,19,144.14,18,131.72,11,95.03,27,305.01,15,206.03,16,118.30,25,147.59,32,477.53,16,208.71,22,184.00,19,149.94,13,99.54,17,109.44,13,104.65,14,116,10,66,16,118,9,73.10,2575,13222.04
4611,26,133.04,1,6.66,0,0.00,0,0,0,0.00,0,0.00,2,46.32,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,29,186.02
4612,58,250.45,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,8.58,0,0.00,0,0,0,0,1,6,0,0.00,60,265.27
4613,136,679.04,1,6.60,0,0.00,3,15.48,1,11.84,2,49.95,2,15.41,0,0.00,0,0.00,2,13.26,0,0.00,2,106.56,0,0.00,0,0.00,1,6.40,4,27.79,0,0,4,25,1,2,0,0.00,159,959.36
4614,267,1109.06,3,19.23,1,8.88,4,32.93,0,0.00,5,46.81,0,0.00,2,10.99,2,12.90,9,56.10,2,16.23,5,32.97,3,19.56,3,24.60,1,19.98,2,12.48,1,7,1,7,1,10,1,6.64,313,1452.80
4615,1448,5463.16,8,64.38,14,100.09,4,33.305,11,74.57,11,108.97,9,71.16,7,131.77,12,89.43,16,107.33,10,65.09,18,104.56,12,81.95,13,91.22,6,134.49,9,69.69,11,76,10,78,9,64,4,26.58,1642,7034.99
4620,74,290.49,1,6.60,1,18.48,1,6.66,2,14.05,0,0.00,0,0.00,2,13.32,1,6.56,1,10.56,0,0.00,2,13.32,0,0.00,1,6.62,0,0.00,0,0.00,1,5,0,0,0,0,0,0.00,87,391.48
4621,332,1304.89,2,13.26,3,26.96,5,41.44,3,20.35,3,19.98,1,13.32,2,16.76,2,11.46,1,3.45,2,45.57,3,16.82,1,6.66,3,22.15,1,10.36,1,12.38,3,13,2,15,3,37,0,0.00,373,1651.06
4625,505,2878.65,1,39.60,4,27.93,2,17.02,4,25.80,2,13.32,5,188.60,0,0.00,6,43.42,3,21.12,2,52.26,3,30.90,4,33.18,0,0.00,1,2.96,0,0.00,2,17,0,0,3,23,1,6.66,548,3421.38
4626,350,2462.21,0,0.00,2,10.22,3,116.02,2,17.80,2,16.55,2,46.99,0,0.00,5,36.29,2,28.67,2,13.68,6,91.95,2,17.02,1,13.32,1,7.80,0,0.00,3,31,4,93,4,121,0,0.00,391,3123.79
4627,139,903.69,1,6.60,1,13.30,3,17.02,1,6.60,2,13.32,1,6.55,0,0.00,0,0.00,3,22.94,1,33.30,1,0.74,0,0.00,0,0.00,0,0.00,0,0.00,1,33,1,8,1,7,0,0.00,156,1071.79
4630,313,1539.60,3,15.88,1,6.63,1,6.65,5,52.72,5,33.18,3,19.92,3,38.31,2,12.82,0,0.00,3,19.87,4,84.18,0,0.00,4,29.57,1,9.62,0,0.00,0,0,5,33,4,26,4,32.67,361,1960.84
4650,5966,26645.03,39,280.28,48,428.86,65,492.18,47,355.75,32,245.94,37,287.29,48,434.78,39,247.67,57,527.61,42,330.47,50,393.40,44,456.65,30,238.12,32,260.12,57,458.03,35,242,27,196,42,284,16,133.31,6753,32937.00
4655,14573,62724.54,91,686.79,128,1014.81,154,1096.095,144,1019.78,129,988.96,144,1026.45,121,849.53,122,891.89,130,1173.67,111,820.73,129,1117.06,121,1057.05,79,557.67,123,897.08,123,968.14,91,663,100,707,99,681,75,478.44,16787,79419.92
4659,1550,6444.57,4,29.91,19,158.69,19,133.81,15,112.72,15,98.93,14,90.55,16,114.87,14,88.90,16,106.44,7,51.34,9,62.34,7,57.40,8,66.97,8,60.28,10,80.99,4,42,14,93,9,57,9,64.84,1767,8015.12
4660,1912,8495.67,9,66.53,16,116.45,21,160.825,18,123.57,21,205.23,16,151.88,28,229.25,33,291.44,22,180.78,19,134.56,23,154.29,17,120.89,13,102.32,20,125.17,22,153.10,13,91,13,105,21,154,13,90.66,2270,11253.51
4662,153,699.74,2,9.32,4,64.72,8,64.38,2,18.87,0,0.00,0,0.00,0,0.00,1,6.56,1,13.26,2,11.10,3,26.75,1,6.66,0,0.00,0,0.00,2,13.50,2,14,0,0,0,0,1,6.66,182,955.95
4670,15863,72687.83,93,736.48,114,1101.59,163,1207.37,152,1148.42,123,1083.79,138,1312.37,141,1098.16,126,1018.79,145,1121.87,127,1031.14,125,959.64,148,1469.25,79,578.10,139,997.47,140,1067.15,117,874,108,764,119,826,59,436.12,18219,91519.73
4671,1309,5176.31,6,42.77,14,100.15,11,80,8,61.57,12,134.23,14,182.38,10,58.93,8,62.16,7,46.31,12,78.40,11,84.88,16,94.62,8,57.56,9,60.81,12,84.08,9,48,6,36,15,107,8,53.83,1505,6651.26
4673,133,581.80,1,7.40,1,7.92,1,6.66,0,0.00,0,0.00,3,25.38,0,0.00,2,16.28,1,6.66,2,11.84,1,6.66,0,0.00,1,8.97,1,6.66,0,0.00,0,0,0,0,0,0,1,6.48,148,692.71
4674,342,1540.39,2,14.80,8,60.64,5,45.62,4,22.98,1,7.40,0,0.00,5,37.65,2,17.39,3,30.96,9,65.96,4,31.70,5,39.96,1,13.26,4,44.28,3,19.89,1,13,6,42,4,22,1,6.66,410,2077.16
4676,68,262.80,0,0.00,1,5.04,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.55,1,3.96,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,71,277.35
4677,861,3862.74,7,57.19,11,83.02,10,76.43,7,55.07,6,40.78,10,111.89,10,77.10,13,93.31,11,94.21,10,89.96,14,109.36,17,137.08,4,25.90,12,105.57,10,73.84,11,75,3,20,18,131,7,65.79,1052,5385.56
4678,277,1147.33,0,0.00,0,0.00,2,13.32,1,6.66,0,0.00,4,23.28,5,38.48,1,6.66,3,18.78,1,6.66,2,13.29,2,11.84,3,16.22,0,0.00,2,46.62,2,46,3,19,1,13,0,0.00,309,1427.49
4680,8247,40789.12,67,530.40,95,700.85,71,604.075,85,696.88,68,698.10,67,657.07,82,804.69,80,597.13,77,565.94,65,539.43,79,621.81,76,612.70,54,436.98,61,414.60,57,472.21,58,443,58,567,85,671,33,246.09,9565,51668.75
4694,41,176.91,2,34.54,0,0.00,1,6.6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,1,20,0,0.00,45,238.03
4695,206,940.82,1,13.20,2,13.28,0,0,2,11.94,1,38.94,1,6.60,1,6.66,1,7.70,2,7.14,1,13.32,3,14.94,1,8.58,0,0.00,1,10.36,1,8.19,3,18,2,13,2,16,3,22.09,234,1171.44
4697,28,141.65,0,0.00,0,0.00,2,13.26,0,0.00,0,0.00,1,6.66,2,25.30,0,0.00,0,0.00,0,0.00,0,0.00,1,2.59,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,1,8.30,35,197.76
4699,73,322.43,0,0.00,0,0.00,0,0,1,6.66,0,0.00,0,0.00,3,24.41,0,0.00,1,6.66,0,0.00,2,8.95,1,5.92,1,6.66,1,6.30,1,9.99,1,7,3,14,1,7,0,0.00,89,425.73
4700,2038,11031.56,17,105.44,27,149.46,39,234.485,27,157.13,27,361.93,39,263.83,39,235.61,28,178.26,26,145.16,25,171.89,25,191.38,16,211.89,15,97.38,25,210.37,30,297.16,13,99,19,194,18,170,3,21.12,2496,14527.24
4701,5740,27181.12,52,330.83,105,616.70,98,577.78,87,538.32,82,479.70,82,464.77,116,713.77,90,576.79,77,561.06,65,501.16,78,596.42,74,519.15,52,403.08,76,631.50,69,508.39,43,370,47,363,51,336,29,180.98,7113,36450.38
4702,4244,21238.26,39,281.74,28,230.70,52,471.89,37,292.10,38,326.55,49,586.53,40,328.04,33,359.96,42,350.72,26,209.22,33,333.42,34,440.29,20,174.25,37,299.98,37,268.09,25,175,32,227,26,175,22,189.04,4894,26958.25
4703,4106,18488.36,46,334.77,55,348.23,55,378.755,41,271.87,40,313.75,57,396.07,56,565.41,55,372.93,45,401.55,51,350.70,68,564.54,58,437.44,22,165.89,46,348.58,37,260.98,44,426,44,382,36,392,23,153.14,4985,25352.26
4704,25,115.47,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,25,115.47
4705,53,365.26,0,0.00,0,0.00,0,0,0,0.00,0,0.00,1,10.36,0,0.00,0,0.00,0,0.00,0,0.00,1,5.55,0,0.00,1,6.66,0,0.00,1,13.26,1,3,1,13,0,0,0,0.00,59,417.08
4706,9,38.26,0,0.00,0,0.00,0,0,2,13.32,1,6.60,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.66,1,6.66,0,0,0,0,0,0,0,0.00,14,71.50
4707,36,152.79,0,0.00,0,0.00,0,0,0,0.00,1,13.32,0,0.00,0,0.00,0,0.00,2,18.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,39,184.61
4709,9,87.81,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,99.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,10,187.47
4710,736,2974.28,4,22.48,9,69.05,13,83.92,8,49.62,8,57.36,14,183.25,9,57.14,2,18.61,9,65.79,3,29.60,9,88.62,6,43.60,7,46.09,7,47.26,12,82.41,4,25,13,98,11,88,8,62.18,892,4192.18
4711,402,1761.93,5,34.65,1,12.95,2,19.89,1,6.66,2,19.61,1,4.07,1,5.55,3,13.21,4,24.76,1,8.58,1,10.36,5,42.83,1,6.16,1,6.66,2,25.35,2,13,3,30,0,0,0,0.00,438,2046.93
4712,26,172.27,0,0.00,1,6.66,0,0,0,0.00,1,9.90,1,9.62,1,6.60,0,0.00,0,0.00,0,0.00,1,6.66,2,8.89,0,0.00,1,14.40,0,0.00,1,7,0,0,0,0,0,0.00,35,241.63
4713,13,96.69,0,0.00,0,0.00,0,0,0,0.00,0,0.00,1,79.86,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,14,176.55
4714,476,1812.93,1,6.66,2,12.66,3,29.91,5,38.79,4,27.38,4,94.45,2,11.79,2,13.32,7,46.99,4,26.61,1,82.50,2,89.16,4,32.56,6,34.74,7,36.46,2,19,3,23,3,18,2,18.13,540,2475.24
4715,862,4665.40,6,38.67,7,56.05,6,66.83,9,92.43,7,45.45,6,71.83,3,26.95,3,19.98,6,170.64,2,14.71,8,160.14,5,88.97,8,53.30,5,40.83,6,48.31,9,61,9,49,7,71,5,39.89,979,5881.52
4716,147,682.80,0,0.00,0,0.00,0,0,0,0.00,1,6.65,1,6.60,1,3.78,0,0.00,1,6.56,0,0.00,1,38.94,1,0.78,0,0.00,0,0.00,0,0.00,0,0,1,30,0,0,0,0.00,154,776.08
4717,296,1825.03,1,5.92,4,39.96,4,29.17,0,0.00,3,132.74,0,0.00,1,6.66,2,19.61,6,53.99,2,14.76,2,110.02,3,110.99,1,13.32,5,42.63,3,26.35,7,113,9,62,6,50,2,19.89,357,2675.37
4718,323,1875.55,2,14.71,2,14.37,0,0,0,0.00,3,21.09,1,9.99,2,37.52,2,20.35,1,6.66,1,13.32,4,224.73,4,24.91,1,6.66,3,19.56,0,0.00,3,34,7,69,0,0,1,6.66,360,2399.79
4719,179,922.88,1,13.32,0,0.00,1,5.55,1,6.29,1,5.92,1,39.60,1,6.07,0,0.00,1,6.63,0,0.00,0,0.00,0,0.00,0,0.00,1,6.55,0,0.00,0,0,0,0,0,0,1,14.80,188,1027.60
4720,1821,12369.73,7,48.31,15,170.95,14,150.225,12,99.78,11,134.38,19,241.70,21,316.48,13,165.95,12,142.70,10,180.56,24,323.92,27,380.75,8,96.63,8,84.04,17,237.71,18,207,22,204,16,189,8,78.60,2103,15823.66
4721,394,2146.78,2,16.80,0,0.00,1,10.23,1,6.24,4,29.90,3,84.36,2,17.92,2,9.60,1,10.40,0,0.00,2,17.20,2,39.22,2,15.17,0,0.00,3,50.29,1,10,2,13,2,16,5,58.89,429,2551.80
4722,273,1622.89,0,0.00,2,9.21,0,0,0,0.00,1,6.66,1,10.82,0,0.00,2,29.60,0,0.00,3,24.09,3,112.54,1,10.36,1,13.32,1,13.26,4,30.12,2,21,2,13,0,0,0,0.00,296,1917.18
4723,182,1188.93,0,0.00,0,0.00,2,26.58,1,6.60,1,6.66,2,45.24,0,0.00,2,19.98,1,12.80,1,26.40,1,82.50,0,0.00,1,3.70,2,21.38,7,55.67,0,0,0,0,0,0,0,0.00,203,1496.44
4724,68,466.72,0,0.00,0,0.00,0,0,1,8.58,2,22.20,3,49.21,1,13.32,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,2,25,0,0.00,77,584.99
4725,218,1307.94,0,0.00,1,6.30,1,13.32,1,6.66,0,0.00,0,0.00,3,125.46,0,0.00,3,119.40,1,4.62,1,6.24,0,0.00,0,0.00,0,0.00,1,4.20,0,0,0,0,1,13,0,0.00,231,1607.46
4726,53,302.09,0,0.00,0,0.00,1,10.22,0,0.00,0,0.00,1,6.66,0,0.00,3,19.98,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,58,338.95
4727,46,214.11,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,13.16,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,7,0,0,0,0.00,49,233.93
4728,47,301.84,0,0.00,0,0.00,0,0,0,0.00,2,17.02,0,0.00,1,6.66,0,0.00,1,8.00,1,12.80,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,0,0,1,13,0,0,0,0.00,54,366.30
4730,383,3165.01,6,33.04,2,12.61,1,12.325,1,6.30,2,19.98,2,115.99,5,188.26,4,20.11,2,21.06,2,17.94,0,0.00,1,10.92,1,12.21,2,49.25,0,0.00,0,0,5,46,11,119,0,0.00,430,3850.44
4731,40,198.14,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,1,3.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,11,0,0,0,0,0,0.00,42,212.84
4732,32,220.58,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.66,2,13.20,1,18.50,0,0.00,0,0.00,0,0.00,0,0,0,0,1,11,0,0.00,37,269.86
4733,18,95.71,0,0.00,0,0.00,0,0,0,0.00,0,0.00,4,53.28,1,6.66,0,0.00,0,0.00,1,13.32,2,21.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,26,190.03
4735,103,706.08,2,9.05,5,39.96,0,0,4,27.01,1,6.66,0,0.00,3,30.07,1,4.55,0,0.00,2,59.06,0,0.00,2,12.87,0,0.00,2,38.22,0,0.00,4,61,0,0,0,0,0,0.00,129,994.34
4736,16,103.66,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,16,103.66
4737,1315,6758.42,10,77.70,13,101.73,16,122.88,15,109.62,21,177.41,11,170.27,17,282.57,20,228.03,18,138.98,9,59.10,9,108.30,15,130.14,6,48.37,9,60.95,9,75.83,9,168,7,57,11,111,5,45.51,1545,9032.41
4738,221,1095.74,1,6.66,2,17.02,2,16.96,3,22.14,2,14.80,2,12.58,3,22.94,1,10.53,0,0.00,0,0.00,4,25.48,3,19.53,1,6.66,1,4.81,5,38.88,2,26,2,11,0,0,0,0.00,255,1352.13
4739,67,395.48,3,20.46,1,6.66,0,0,0,0.00,1,6.66,0,0.00,2,21.16,0,0.00,0,0.00,1,4.07,1,8.14,0,0.00,0,0.00,0,0.00,1,1.95,0,0,0,0,0,0,0,0.00,77,464.58
