Small Unit Installation Postcode,Previous Years (2001-2020) - Installation Quantity,Previous Years (2001-2020) - SGU Output Rated Output in kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,June 2021 - Installations Quantity,June 2021 - SGU Rated Output In kW,July 2021 - Installations Quantity,July 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output in kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output in kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output in kW,June 2022 - Installations Quantity,June 2022 - SGU Rated Output in kW,July 2022 - Installations Quantity,July 2022 - SGU Rated Output in kW,Installations Quantity Total,SGU Rated Output In kW Total
4345,1,1.52,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,1,1.52
4346,270,1420.30,0,0.00,2,12.77,5,39.78,2,19.95,2,21.00,4,35.28,2,13.29,2,17.76,4,39.22,2,19.98,1,6.63,2,23.62,1,11.10,1,11.70,2,12.51,0,0,1,7,1,8,1,6.66,305,1726.40
4347,328,1906.63,2,12.52,1,13.32,3,21.07,6,60.28,3,32.13,7,48.87,2,20.96,6,58.80,1,11.88,1,7.20,1,6.66,4,37.34,1,6.60,1,12.58,1,6.24,4,23,1,7,1,13,0,0.00,374,2305.63
4350,12326,61933.83,118,863.03,127,991.91,122,998.09,128,1020.69,111,1011.17,111,1011.01,124,954.51,132,1154.19,111,902.91,106,875.87,88,841.86,109,1064.81,65,518.42,86,726.93,93,658.41,67,519,67,660,95,860,51,385.63,14237,77951.78
4352,5686,28972.22,49,412.82,55,422.02,55,435.875,47,373.18,47,403.48,51,429.74,50,412.90,46,398.50,61,496.35,26,228.94,63,502.88,70,623.75,29,240.68,30,236.93,43,333.99,37,361,32,241,51,463,17,192.96,6545,36182.23
4353,55,280.16,1,6.60,2,16.05,1,6.6,0,0.00,1,7.92,0,0.00,1,4.81,1,15.54,0,0.00,1,6.66,0,0.00,1,19.98,0,0.00,0,0.00,3,26.64,1,10,1,11,0,0,0,0.00,69,411.85
4354,272,1428.96,0,0.00,2,12.50,4,34.04,4,26.03,0,0.00,0,0.00,0,0.00,1,13.32,0,0.00,1,14.63,0,0.00,1,6.16,0,0.00,0,0.00,1,6.40,0,0,0,0,1,10,0,0.00,287,1552.38
4355,541,2345.59,4,36.64,3,27.16,4,25.83,1,15.20,2,15.57,7,52.21,4,25.78,2,12.95,7,68.08,2,9.96,1,38.70,4,45.51,2,23.66,4,42.05,6,34.35,5,31,4,29,6,43,1,6.29,610,2928.68
4356,823,4530.60,7,96.38,4,33.98,5,33.63,4,67.16,7,80.75,5,71.07,5,166.47,4,39.96,12,101.88,2,13.29,2,16.57,2,33.39,4,31.45,4,58.61,2,11.07,7,83,3,26,9,76,4,23.34,915,5594.46
4357,464,3045.88,2,17.49,0,0.00,2,14.59,1,13.32,2,11.04,4,26.20,2,17.12,0,0.00,4,39.72,2,12.93,4,33.46,5,58.05,2,19.98,3,24.96,3,37.71,2,16,2,16,0,0,1,13.32,505,3418.26
4358,407,2154.57,1,5.94,1,6.66,4,37.61,0,0.00,6,40.67,4,53.08,0,0.00,4,31.84,3,29.94,0,0.00,4,32.85,1,10.36,3,13.66,4,30.34,6,55.85,6,48,1,7,4,26,2,16.99,461,2600.87
4359,251,1217.77,4,27.38,2,23.68,3,21.24,2,14.37,1,7.40,1,15.64,1,10.36,4,51.94,1,19.11,2,17.74,1,9.90,3,19.62,2,25.90,2,13.26,3,29.52,3,33,2,13,3,35,1,19.98,292,1625.66
4360,127,1009.17,0,0.00,0,0.00,1,10.5,3,38.48,0,0.00,5,92.25,2,38.34,2,38.33,1,8.58,0,0.00,2,44.46,6,121.76,1,5.28,0,0.00,1,9.36,1,17,0,0,2,29,0,0.00,154,1461.89
4361,454,2754.45,0,0.00,5,51.23,1,19.98,3,23.68,5,53.37,3,32.50,3,25.53,2,16.44,1,9.36,2,20.15,1,6.60,4,37.34,2,12.95,3,42.60,3,25.68,1,7,4,26,1,11,2,16.77,500,3192.44
4362,559,3712.39,1,2.97,4,25.32,0,0,5,36.94,1,39.96,4,50.14,6,56.06,2,25.08,3,21.46,3,44.49,3,18.31,3,35.19,1,13.20,3,30.69,6,34.92,2,29,3,28,2,40,0,0.00,611,4244.19
4363,149,636.33,1,10.50,2,14.01,0,0,0,0.00,1,8.14,0,0.00,1,10.73,2,18.87,2,7.40,2,24.42,1,10.36,1,6.66,0,0.00,1,9.99,1,4.07,1,6,0,0,1,10,0,0.00,166,777.76
4364,51,329.00,0,0.00,0,0.00,0,0,1,7.77,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,53,342.02
4365,117,645.93,0,0.00,0,0.00,3,19.98,1,6.66,0,0.00,0,0.00,0,0.00,1,6.66,2,16.85,0,0.00,3,37.32,1,5.55,0,0.00,3,17.97,1,6.55,0,0,1,20,1,7,1,3.08,135,793.15
4370,2885,15731.69,12,89.42,16,199.32,20,146.06,19,168.60,24,259.21,17,160.71,25,186.75,27,422.78,32,318.96,21,199.09,23,208.00,29,377.78,17,168.27,21,154.59,27,267.04,24,282,13,97,21,199,6,42.68,3279,19679.87
4371,162,683.67,0,0.00,3,31.92,1,12.4,4,37.00,1,9.99,0,0.00,1,6.66,1,6.50,2,13.26,3,26.58,1,4.81,1,7.40,0,0.00,1,10.35,1,6.66,0,0,0,0,0,0,0,0.00,182,857.20
4372,35,129.20,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,2.22,1,13.32,1,10.36,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,38,155.10
4373,177,882.81,2,13.26,1,13.20,3,22.85,2,13.20,2,13.32,0,0.00,2,107.30,4,21.84,1,6.66,1,3.12,2,13.20,1,6.66,0,0.00,0,0.00,2,22.00,0,0,0,0,1,25,0,0.00,201,1164.17
4374,90,496.33,0,0.00,0,0.00,1,6.66,0,0.00,1,6.66,1,6.66,0,0.00,0,0.00,3,23.68,1,6.66,1,6.63,1,9.99,0,0.00,0,0.00,0,0.00,0,0,1,11,0,0,1,9.96,101,583.76
4375,37,220.63,0,0.00,0,0.00,1,10.73,0,0.00,0,0.00,2,25.90,0,0.00,0,0.00,0,0.00,1,19.36,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,7,0,0,0,0.00,42,283.28
4376,70,531.24,0,0.00,0,0.00,1,19.25,0,0.00,1,25.16,0,0.00,1,13.32,0,0.00,2,17.28,0,0.00,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,0,0,0,0,0,0,0,0.00,76,612.91
4377,127,743.86,2,16.89,0,0.00,0,0,0,0.00,1,7.77,0,0.00,1,10.73,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,2.96,1,7,0,0,0,0,0,0.00,133,788.87
4378,114,496.61,0,0.00,0,0.00,0,0,1,6.66,1,1.98,0,0.00,1,11.10,0,0.00,0,0.00,0,0.00,0,0.00,1,5.46,0,0.00,0,0.00,1,19.50,1,12,2,112,0,0,1,10.53,123,675.22
4380,1489,7141.93,2,19.92,14,107.60,9,74.15,12,79.42,11,68.29,15,150.31,9,67.55,8,52.45,11,106.19,10,107.29,12,113.15,9,64.72,8,47.14,11,68.35,9,87.70,8,89,12,136,10,108,3,19.95,1672,8709.28
4381,135,693.78,1,11.20,3,20.35,0,0,4,27.84,0,0.00,2,13.69,2,24.42,4,44.94,1,6.66,0,0.00,1,3.33,0,0.00,0,0.00,1,13.26,2,16.99,1,7,0,0,0,0,0,0.00,157,883.12
4382,115,699.50,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,2,39.96,0,0.00,2,7.62,2,13.32,0,0.00,1,3.51,0,0.00,0,0.00,0,0.00,0,0,0,0,2,9,0,0.00,124,772.49
4383,152,646.03,0,0.00,0,0.00,1,6.66,0,0.00,2,13.32,2,16.62,6,33.71,0,0.00,1,0.33,0,0.00,0,0.00,2,10.75,1,8.14,0,0.00,3,19.92,0,0,0,0,0,0,0,0.00,170,755.48
4384,3,22.08,0,0.00,1,6.60,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,5,35.34
4385,197,1009.70,0,0.00,2,13.20,1,6.65,2,8.80,2,35.88,0,0.00,0,0.00,1,6.66,0,0.00,2,65.94,0,0.00,1,6.66,1,6.66,0,0.00,1,8.14,0,0,2,16,1,8,1,7.80,214,1200.29
4387,191,1347.72,0,0.00,4,55.94,1,10.5,0,0.00,2,13.32,1,6.60,1,6.66,2,24.66,3,23.31,1,6.63,0,0.00,0,0.00,0,0.00,2,17.06,1,4.81,0,0,0,0,0,0,0,0.00,209,1517.21
4388,75,360.43,0,0.00,0,0.00,1,5.5,0,0.00,0,0.00,1,2.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,78,374.81
4390,863,5109.70,5,45.85,5,31.02,5,134.525,8,72.90,6,89.98,4,34.66,11,74.51,9,102.49,3,55.02,4,27.38,2,13.86,5,32.87,4,42.55,1,6.55,0,0.00,2,16,2,21,0,0,2,52.54,941,5963.52
4400,435,2096.65,4,28.52,8,83.67,7,70.02,2,12.89,1,6.66,4,44.68,2,24.60,2,15.17,7,61.83,0,0.00,3,23.68,3,26.27,2,13.29,3,31.78,2,26.64,0,0,2,18,3,40,1,6.60,491,2630.22
4401,880,4417.12,7,51.18,5,54.76,3,20.56,5,66.27,8,70.63,9,99.65,10,167.43,5,46.65,10,135.16,6,49.87,6,49.18,6,114.46,6,45.02,3,25.13,9,81.28,5,37,4,46,4,26,6,46.02,997,5649.91
4402,61,250.88,0,0.00,0,0.00,0,0,3,20.65,3,27.38,1,9.99,1,6.60,0,0.00,0,0.00,0,0.00,0,0.00,2,15.18,0,0.00,1,6.66,0,0.00,0,0,0,0,0,0,0,0.00,72,337.34
4403,143,1028.86,0,0.00,0,0.00,2,11.68,1,19.50,3,11.60,3,23.57,2,23.76,0,0.00,1,6.66,1,13.26,2,44.37,2,36.58,0,0.00,1,2.96,0,0.00,0,0,1,7,0,0,0,0.00,162,1229.43
4404,67,592.07,0,0.00,0,0.00,0,0,1,10.56,1,8.14,1,9.99,3,36.63,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,74,664.05
4405,1978,12662.23,11,91.06,14,125.03,17,146.65,12,118.28,16,107.97,9,175.31,24,503.56,15,111.78,13,101.23,16,138.19,11,168.86,19,186.36,9,77.83,13,103.86,23,320.41,13,129,16,186,15,124,17,162.39,2261,15739.04
4406,201,1209.16,1,1.26,3,26.21,0,0,2,33.12,2,23.47,6,42.15,3,55.13,1,99.90,2,23.99,1,0.74,2,13.32,2,26.58,2,26.18,1,13.32,1,1.40,0,0,3,120,1,10,0,0.00,234,1726.11
4407,82,573.01,0,0.00,0,0.00,1,6.205,2,29.97,0,0.00,1,3.96,0,0.00,1,6.66,2,37.04,2,37.74,1,6.66,4,97.50,1,5.92,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,97,804.67
4408,171,629.08,3,18.75,1,6.66,3,17.95,0,0.00,2,6.56,1,6.29,0,0.00,2,7.24,1,10.36,0,0.00,1,2.64,0,0.00,1,11.20,0,0.00,0,0.00,1,7,1,1,0,0,0,0.00,188,724.77
4410,252,1125.18,1,1.26,1,9.99,1,7.4,1,6.66,0,0.00,1,39.96,2,13.32,1,6.90,1,6.66,3,19.98,7,49.92,1,6.66,0,0.00,2,23.28,3,28.28,4,37,1,12,0,0,1,6.66,283,1401.40
4411,60,308.96,0,0.00,0,0.00,2,16.5,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,3.96,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,63,329.42
4412,44,237.94,0,0.00,0,0.00,1,2.13,1,3.96,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,46,244.03
4413,1027,5934.31,4,33.15,7,47.51,13,103.3,3,33.30,8,62.73,13,143.01,9,73.18,7,58.46,5,36.39,5,55.88,6,86.97,13,118.40,6,67.16,16,139.84,16,136.33,9,67,3,24,13,105,6,60.23,1189,7385.64
4415,317,2104.04,3,23.88,2,17.37,4,34.41,2,20.72,0,0.00,3,21.48,2,106.55,2,23.31,2,25.90,1,10.36,2,79.92,4,51.58,0,0.00,0,0.00,4,66.42,0,0,2,20,3,24,0,0.00,353,2630.28
4416,66,496.75,2,26.40,0,0.00,0,0,1,13.32,0,0.00,2,39.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,13.09,0,0,0,0,0,0,1,6.66,73,595.44
4417,143,687.82,0,0.00,0,0.00,4,33.3,1,9.99,0,0.00,0,0.00,0,0.00,0,0.00,2,12.93,0,0.00,0,0.00,1,13.32,0,0.00,1,6.66,2,46.23,0,0,0,0,0,0,1,6.63,155,816.88
4418,18,87.68,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,18,87.68
4419,142,687.52,1,6.66,0,0.00,1,6.66,1,10.36,0,0.00,6,42.67,2,13.09,0,0.00,1,13.32,1,6.66,0,0.00,3,31.50,0,0.00,0,0.00,0,0.00,0,0,1,7,0,0,0,0.00,159,825.07
4420,186,962.07,0,0.00,0,0.00,6,48.1,0,0.00,0,0.00,1,6.66,0,0.00,1,13.32,0,0.00,0,0.00,0,0.00,2,16.65,0,0.00,0,0.00,0,0.00,0,0,4,90,0,0,0,0.00,200,1136.74
4421,316,1674.61,3,18.48,1,8.00,1,6.6,2,13.64,3,29.97,5,35.46,2,43.83,1,6.60,6,37.30,2,18.36,3,21.80,4,28.25,0,0.00,1,6.64,1,10.14,4,26,7,65,7,60,2,15.22,371,2126.42
4422,82,551.85,2,17.70,0,0.00,1,13.32,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,19.92,0,0.00,1,6.30,0,0.00,0,0,0,0,1,11,0,0.00,89,620.37
4423,25,170.18,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.24,1,1.20,1,10.53,0,0.00,1,13.12,0,0,0,0,0,0,0,0.00,30,207.93
4424,32,147.57,0,0.00,1,12.80,0,0,0,0.00,3,39.96,0,0.00,0,0.00,1,4.00,1,13.32,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,1,15.21,0,0,3,41,0,0,0,0.00,43,280.72
4425,25,131.86,1,6.66,2,13.26,1,6.3,0,0.00,1,13.32,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,1,6.55,0,0.00,1,5.07,1,6.66,0,0,0,0,0,0,0,0.00,34,196.33
4426,16,103.07,1,3.84,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,4.95,0,0,0,0,0,0,0,0.00,18,111.86
4427,79,312.74,0,0.00,0,0.00,0,0,0,0.00,0,0.00,1,13.32,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,2,26.64,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,83,359.36
4428,143,561.94,0,0.00,1,3.30,2,16.56,1,6.66,1,6.66,1,6.66,1,4.95,0,0.00,1,5.92,0,0.00,3,19.29,6,66.60,2,12.21,1,27.30,1,7.20,1,0,0,0,1,7,1,6.63,167,758.85
4454,179,995.77,0,0.00,0,0.00,1,13.32,1,6.60,1,6.66,3,7.80,1,6.66,1,13.09,1,5.20,4,29.60,0,0.00,3,27.01,0,0.00,0,0.00,1,39.60,0,0,1,7,1,4,0,0.00,198,1162.02
4455,1424,7319.12,9,78.66,5,30.95,10,80.2,14,118.50,11,115.32,13,128.46,5,84.05,7,61.37,4,46.02,6,48.10,3,62.54,4,26.64,2,15.24,5,49.92,5,43.24,3,33,3,20,4,27,10,94.24,1547,8481.69
4461,11,52.64,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.66,0,0,0,0,0,0,0,0.00,12,59.30
4462,13,53.37,0,0.00,0,0.00,0,0,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.55,0,0,0,0,0,0,0,0.00,15,66.58
4465,312,1394.79,1,6.29,1,10.50,4,36.88,1,6.60,2,14.80,4,33.30,1,12.72,2,48.17,2,57.35,2,109.05,0,0.00,5,33.30,0,0.00,1,6.63,0,0.00,2,19,1,13,1,7,2,26.64,344,1836.36
4467,42,212.91,0,0.00,0,0.00,0,0,0,0.00,1,13.32,0,0.00,0,0.00,1,12.87,0,0.00,0,0.00,1,12.80,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,45,251.90
4468,74,356.33,0,0.00,0,0.00,0,0,1,13.20,0,0.00,0,0.00,0,0.00,1,10.89,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,17.36,0,0,0,0,0,0,0,0.00,78,397.78
4470,444,2496.42,0,0.00,0,0.00,3,31.94,1,9.99,1,6.66,0,0.00,3,27.76,0,0.00,2,65.50,3,23.06,0,0.00,2,18.50,0,0.00,0,0.00,3,48.63,8,72,8,94,2,19,0,0.00,480,2913.92
4472,184,1166.69,0,0.00,0,0.00,0,0,2,13.32,2,44.49,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7.80,5,24.42,0,0.00,1,38.48,0,0.00,0,0,1,10,2,27,0,0.00,198,1331.98
4474,9,81.57,0,0.00,0,0.00,0,0,0,0.00,0,0.00,2,18.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,11,100.23
4475,3,32.95,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,3,32.95
4477,94,579.34,0,0.00,1,5.18,2,19.46,4,34.44,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,26,0,0,0,0,0,0.00,103,670.82
4478,76,584.82,0,0.00,1,8.14,1,15.2,0,0.00,0,0.00,0,0.00,0,0.00,1,12.60,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,1,7,0,0.00,80,627.96
4479,4,39.16,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,4,39.16
4480,107,816.52,0,0.00,3,92.97,2,16.24,1,12.80,3,19.80,1,96.39,4,32.63,0,0.00,4,182.58,0,0.00,0,0.00,8,68.45,0,0.00,0,0.00,4,35.15,4,68,0,0,1,7,0,0.00,142,1448.50
4481,12,101.03,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,12,101.03
4482,5,37.82,23,215.54,3,105.64,0,0,0,0.00,3,45.60,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,34,404.60
4486,111,617.31,9,111.50,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,13.32,0,0.00,1,39.60,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,122,781.73
4487,455,3277.07,3,8.88,7,59.21,17,204.91,3,33.00,1,39.59,4,28.86,4,125.54,2,16.82,3,57.29,3,58.69,4,86.00,2,50.69,1,48.84,1,5.28,1,15.54,0,0,1,8,1,65,4,56.61,517,4245.33
4488,40,141.10,0,0.00,0,0.00,1,13.2,0,0.00,1,5.18,2,16.65,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,44,176.13
4489,14,71.14,0,0.00,0,0.00,0,0,1,13.20,1,10.36,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,16,94.70
4490,265,1384.11,4,23.93,2,12.26,2,26.42,0,0.00,1,13.20,1,13.32,0,0.00,0,0.00,0,0.00,0,0.00,9,72.52,1,39.96,0,0.00,0,0.00,9,89.54,0,0,2,46,0,0,0,0.00,296,1721.27
4491,17,55.08,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,1,6,0,0.00,18,61.37
4492,96,2490.38,0,0.00,0,0.00,0,0,0,0.00,3,199.38,2,94.50,3,129.94,2,140.13,0,0.00,0,0.00,0,0.00,4,32.56,0,0.00,0,0.00,0,0.00,0,0,1,7,0,0,0,0.00,111,3093.55
4493,9,41.32,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,9,41.32
4494,31,185.43,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,31,185.43
4496,55,446.99,0,0.00,0,0.00,1,5.92,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,57,459.57
4497,52,311.10,1,2.96,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,53,314.06
4498,20,123.80,1,6.60,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,5.92,0,0.00,0,0,0,0,0,0,0,0.00,22,136.32
4500,8049,39477.14,74,678.59,61,506.22,78,633.98,76,612.82,61,503.67,61,609.17,73,686.17,60,510.27,63,628.87,63,609.84,61,469.09,66,869.61,41,527.26,38,291.36,47,583.48,39,365,35,297,54,460,28,217.35,9128,49537.39
4501,998,4427.95,11,131.83,14,98.71,16,117.54,9,69.75,8,51.00,12,94.25,10,68.37,6,36.57,5,35.99,10,66.22,17,133.70,11,111.68,8,74.08,9,96.86,2,17.48,5,50,7,54,10,92,3,20.98,1171,5848.71
4502,1657,6841.12,10,71.25,18,134.10,17,128.39,7,50.70,6,54.96,10,77.97,18,121.05,13,94.33,11,84.78,6,41.12,12,104.30,4,25.81,7,77.09,8,67.10,7,41.61,4,27,5,32,13,92,7,49.83,1840,8216.46
4503,7133,31517.72,77,534.05,80,625.53,97,741.485,90,683.25,83,624.01,98,809.91,95,760.30,60,424.89,78,618.06,67,502.85,71,540.10,76,657.84,51,446.02,45,346.70,72,554.87,42,316,44,358,71,524,44,363.95,8474,41949.50
4504,4043,19770.17,32,343.62,39,286.45,44,374.6,38,309.23,48,468.75,56,506.50,41,339.33,37,324.76,47,466.41,25,381.66,42,450.36,51,417.74,25,244.54,27,226.91,44,376.20,33,279,25,196,43,318,30,262.67,4770,26342.86
4505,5108,23475.06,47,376.02,55,442.66,62,602.66,47,426.95,50,404.70,53,491.89,49,484.94,46,363.01,45,456.86,39,370.36,46,473.33,47,460.18,20,133.85,52,423.13,46,380.99,37,279,29,283,45,379,38,331.41,5961,31039.52
4506,3870,17818.01,28,244.69,40,302.22,56,437.99,39,327.13,35,314.98,48,383.19,41,323.32,44,321.87,31,253.38,36,291.03,44,422.25,31,223.94,25,213.42,29,228.30,36,272.93,27,195,29,227,30,341,15,115.89,4534,23257.92
4507,5797,22640.96,45,436.22,68,466.37,74,432.57,62,413.73,73,457.15,71,423.19,58,432.09,65,431.60,67,428.63,44,268.32,61,362.46,69,555.29,34,244.16,41,261.42,43,300.05,49,276,37,232,58,407,21,138.36,6837,29607.50
4508,3127,13276.61,19,141.23,16,213.36,27,200.39,26,200.63,24,181.57,16,124.35,33,260.76,21,185.49,28,216.42,18,146.51,19,126.59,20,171.08,12,87.21,15,90.96,18,167.14,14,103,10,96,17,133,18,140.24,3498,16261.81
4509,5349,26038.11,52,449.43,73,553.74,68,645.93,68,566.26,56,455.92,46,393.89,63,806.51,47,446.39,70,614.84,46,494.21,57,536.24,52,436.87,40,361.54,44,386.64,38,321.73,40,313,39,315,48,427,30,266.40,6326,34830.17
4510,9778,46109.25,92,658.27,106,828.39,145,1110.645,115,960.76,93,954.47,104,909.76,97,837.04,117,972.52,105,964.78,106,838.91,95,811.44,102,866.70,54,422.47,73,600.50,86,656.06,85,712,80,765,75,688,43,345.90,11551,61012.56
4511,2638,10534.70,17,125.90,24,181.27,45,233.17,35,239.13,34,344.86,57,432.72,41,288.89,39,279.24,38,290.69,34,225.33,21,187.12,25,300.13,12,91.64,16,105.52,14,105.43,22,180,15,102,20,181,14,116.14,3161,14544.71
4512,840,4682.02,6,40.92,10,106.62,2,9.62,5,57.49,6,49.41,6,42.45,9,84.49,12,115.89,9,85.79,5,52.01,6,43.06,5,59.61,3,31.98,7,88.32,7,56.24,6,57,2,17,3,155,4,39.89,953,5874.63
4514,1707,8174.26,11,77.72,20,172.47,13,108.98,13,138.39,23,213.05,24,237.40,20,158.60,26,209.45,22,195.09,19,192.88,22,198.01,18,188.00,12,109.79,15,127.67,20,159.40,9,103,6,65,17,163,2,19.32,2019,11011.26
4515,962,4829.00,7,53.10,10,87.14,9,73.14,6,60.96,18,165.43,9,69.60,6,42.07,14,104.18,9,104.66,9,63.31,6,52.90,5,81.09,3,28.12,4,25.15,4,26.58,10,105,2,17,7,56,0,0.00,1100,6045.05
